"Pathways"	"Fourth Level"	"Third Level"	"Second Level"	"First Level"
PWY-7544	AEROBIC-RESPIRATION // Electron-Transfer	Respiration // Energy-Metabolism	Energy-Metabolism // Pathways	Pathways // Generalized-Reactions
PWY-7501	Phosphatidylserine-Biosynthesis	Phospholipid-Biosynthesis	Lipid-Biosynthesis	Biosynthesis
PWY-6742	Methane-Oxidation	C1-COMPOUNDS	Degradation	Pathways
PWY-6703	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
LYSDEGII-PWY	LYSINE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-7851	CoA-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis	Biosynthesis
PWY-7722	Sulfoquinovose-Degradation	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-6381	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
P261-PWY	Coenzyme-M-Biosynthesis	C1-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
PWY-5785	Lipid-Anchor-Biosynthesis // Polyprenyl-Biosynthesis	Carriers-Biosynthesis // Biosynthesis	Cofactor-Biosynthesis // Pathways	Biosynthesis // Generalized-Reactions
PWY-7152	PUFA-Biosynthesis	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY66-392	HORMONE-SYN	Biosynthesis	Pathways	Generalized-Reactions
PWY-7446	Sulfoquinovose-Degradation	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-1641	Methane-Oxidation	C1-COMPOUNDS	Degradation	Pathways
PWY-2961	SESQUITERPENOID-SYN // TERPENOID-PHYTOALEXINS	Terpenoid-Biosynthesis // PHYTOALEXIN-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7950	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6383	Lipid-Anchor-Biosynthesis // Polyprenyl-Biosynthesis	Carriers-Biosynthesis // Biosynthesis	Cofactor-Biosynthesis // Pathways	Biosynthesis // Generalized-Reactions
PWY-7789	Erythritol-Degradation	SUGAR-ALCOHOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION
PWY-6993	Nicotine-Degradation	Other-Degradation	Degradation	Pathways
PWY-5391	FLAVONOL-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7867	CoB-CoM-Reduction	C1-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
PWY-2301	Cyclitols-Biosynthesis	Sugar-Alcohols-Biosynthesis	SUGAR-DERIVS	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8075	Lipid-Biosynthesis	Biosynthesis	Pathways	Generalized-Reactions
PWY-8112	Factor-420-Biosynthesis	Electron-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
PWY-8116	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-5930	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-7629	Yatein-Biosynthesis	LIGNAN-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-4841	CYCLITOLS-DEG // UDP-Sugar-Biosynthesis	Sugar-Derivatives // SUGAR-NUCLEOTIDES	SECONDARY-METABOLITE-DEGRADATION // CARBO-BIOSYNTHESIS	Degradation // Carbohydrates-Biosynthesis
PWY-7545	AEROBIC-RESPIRATION // Electron-Transfer	Respiration // Energy-Metabolism	Energy-Metabolism // Pathways	Pathways // Generalized-Reactions
PWY-6721	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-5199	Factor-420-Biosynthesis	Electron-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
PWY-7901	GLUCOSINOLATE-SYN	N-CONTAINING-GLUCOSIDE-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5280	LYSINE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-6363	CYCLITOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-6664	Organic-solutes-Biosynthesis	Metabolic-Regulators	Biosynthesis	Pathways
PWY-7866	CoB-CoM-Reduction	C1-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
PWY-7614	S-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-6084	Chlorocatechol-Degradation	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG	Degradation
PWY-5198	Factor-420-Biosynthesis	Electron-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
PWY-7728	PUFA-Biosynthesis	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY-6027	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5380	CYCLITOLS-DEG // SUGAR-DERIVS	Sugar-Derivatives // SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-DEGRADATION // Biosynthesis	Degradation // Pathways
PWY-5795	QUINONE-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-8113	Factor-420-Biosynthesis	Electron-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
PWY-7788	Erythritol-Degradation	SUGAR-ALCOHOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION
PWY-5379	CYCLITOLS-DEG // SUGAR-DERIVS	Sugar-Derivatives // SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-DEGRADATION // Biosynthesis	Degradation // Pathways
PWY-6971	Macrolides-Biosynthesis	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY66-221	Nicotine-Degradation	Other-Degradation	Degradation	Pathways
PWY-7865	CoB-CoM-Reduction	C1-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
PWY-6168	Flavin-Biosynthesis	Electron-Carrier-Biosynthesis // Enzyme-Cofactor-Biosynthesis // Vitamin-Biosynthesis	Carriers-Biosynthesis // Cofactor-Biosynthesis	Cofactor-Biosynthesis // Biosynthesis
PWY-5377	TRITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY0-1329	AEROBIC-RESPIRATION // Electron-Transfer	Respiration // Energy-Metabolism	Energy-Metabolism // Pathways	Pathways // Generalized-Reactions
PWY-6826	PhosphatidylcholineBiosynthesis	Phospholipid-Biosynthesis	Lipid-Biosynthesis	Biosynthesis
PWY-7463	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
PWY-5311	LYSINE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
RIBOSYN2-PWY	Flavin-Biosynthesis	Electron-Carrier-Biosynthesis // Enzyme-Cofactor-Biosynthesis // Vitamin-Biosynthesis	Carriers-Biosynthesis // Cofactor-Biosynthesis	Cofactor-Biosynthesis // Biosynthesis
DARABITOLUTIL-PWY	SUGAR-ALCOHOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-8023	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-8098	Organic-solutes-Biosynthesis	Metabolic-Regulators	Biosynthesis	Pathways
PWY-7868	CoB-CoM-Reduction	C1-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
PWY-6094	Chlorocatechol-Degradation	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG	Degradation
PWY-6167	Flavin-Biosynthesis	Electron-Carrier-Biosynthesis // Enzyme-Cofactor-Biosynthesis // Vitamin-Biosynthesis	Carriers-Biosynthesis // Cofactor-Biosynthesis	Cofactor-Biosynthesis // Biosynthesis
PWY-7595	PUFA-Biosynthesis	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY-7306	HORMONE-SYN	Biosynthesis	Pathways	Generalized-Reactions
RIBITOLUTIL-PWY	SUGAR-ALCOHOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-6888	SESQUITERPENOID-SYN // TERPENOID-PHYTOALEXINS	Terpenoid-Biosynthesis // PHYTOALEXIN-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6581	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY66-366	Flavin-Biosynthesis	Electron-Carrier-Biosynthesis // Enzyme-Cofactor-Biosynthesis // Vitamin-Biosynthesis	Carriers-Biosynthesis // Cofactor-Biosynthesis	Cofactor-Biosynthesis // Biosynthesis
PWY-4781	Phytate-Degradation	CYCLITOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION
P282-PWY	CHEMOAUTOTROPHIC-ENERGY-METABOLISM // Electron-Transfer	Energy-Metabolism	Pathways	Generalized-Reactions
LARABITOLUTIL-PWY	SUGAR-ALCOHOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
P181-PWY	Nicotine-Degradation	Other-Degradation	Degradation	Pathways
PWY-7168	FLAVONOL-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5207	CoB-CoM-Reduction	C1-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
PWY-5338	Cyclitols-Biosynthesis	Sugar-Alcohols-Biosynthesis	SUGAR-DERIVS	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY0-1597	Flavin-Biosynthesis	Electron-Carrier-Biosynthesis // Enzyme-Cofactor-Biosynthesis // Vitamin-Biosynthesis	Carriers-Biosynthesis // Cofactor-Biosynthesis	Cofactor-Biosynthesis // Biosynthesis
PWY-6314	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-6915	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
P562-PWY	SUGAR-ALCOHOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY0-1334	AEROBIC-RESPIRATION // Electron-Transfer	Respiration // Energy-Metabolism	Energy-Metabolism // Pathways	Pathways // Generalized-Reactions
PWY-7352	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
NADPHOS-DEPHOS-PWY-1	NAD-Metabolism	Electron-Carrier-Biosynthesis // Enzyme-Cofactor-Biosynthesis	Carriers-Biosynthesis // Cofactor-Biosynthesis	Cofactor-Biosynthesis // Biosynthesis
PROUT-PWY	PROLINE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-1881	C1-COMPOUNDS // CHEMOAUTOTROPHIC-ENERGY-METABOLISM	Degradation // Energy-Metabolism	Pathways	Generalized-Reactions
PWY-7241	SUGAR-ALCOHOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-7054	Organic-solutes-Biosynthesis	Metabolic-Regulators	Biosynthesis	Pathways
PWY-5389	S-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-6093	Chlorocatechol-Degradation	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG	Degradation
NADPHOS-DEPHOS-PWY	NAD-Metabolism	Electron-Carrier-Biosynthesis // Enzyme-Cofactor-Biosynthesis	Carriers-Biosynthesis // Cofactor-Biosynthesis	Cofactor-Biosynthesis // Biosynthesis
PWY-7726	PUFA-Biosynthesis	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY-7605	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7862	SUGAR-ALCOHOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-5987	QUINONE-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5381	NAD-Metabolism	Electron-Carrier-Biosynthesis // Enzyme-Cofactor-Biosynthesis	Carriers-Biosynthesis // Cofactor-Biosynthesis	Cofactor-Biosynthesis // Biosynthesis
PWY-4702	Phytate-Degradation	CYCLITOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION
P301-PWY	CHEMOAUTOTROPHIC-ENERGY-METABOLISM	Energy-Metabolism	Pathways	Generalized-Reactions
PWY-4101	SUGAR-ALCOHOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-7106	Macrolides-Biosynthesis	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY66-201	Nicotine-Degradation	Other-Degradation	Degradation	Pathways
PWY-7269	NAD-Metabolism	Electron-Carrier-Biosynthesis // Enzyme-Cofactor-Biosynthesis	Carriers-Biosynthesis // Cofactor-Biosynthesis	Cofactor-Biosynthesis // Biosynthesis
PWY-7067	TRITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-4921	Amino-Acids-Modification // Citrulline-Biosynthesis	Amino-Acid-Biosynthesis // Other-Amino-Acid-Biosynthesis	Biosynthesis // Amino-Acid-Biosynthesis	Pathways // Biosynthesis
PWY-7787	SUGAR-ALCOHOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY0-1335	AEROBIC-RESPIRATION // Electron-Transfer	Respiration // Energy-Metabolism	Energy-Metabolism // Pathways	Pathways // Generalized-Reactions
PWY3O-450	PhosphatidylcholineBiosynthesis	Phospholipid-Biosynthesis	Lipid-Biosynthesis	Biosynthesis
PWY-8109	Proline-Betaine-Degradation	AMINE-DEG	Degradation	Pathways
PWY-7906	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
ASPARAGINE-DEG1-PWY-1	ASPARAGINE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-5083	NAD-Metabolism	Electron-Carrier-Biosynthesis // Enzyme-Cofactor-Biosynthesis	Carriers-Biosynthesis // Cofactor-Biosynthesis	Cofactor-Biosynthesis // Biosynthesis
GALACTITOLCAT-PWY	SUGAR-ALCOHOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-6409	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-2661	Trehalose-biosynthesis	CARBO-BIOSYNTHESIS // Organic-solutes-Biosynthesis	Carbohydrates-Biosynthesis // Metabolic-Regulators	Biosynthesis
PWY-6543	Folate-Biosynthesis	C1-Carrier-Biosynthesis // Vitamin-Biosynthesis	Carriers-Biosynthesis // Cofactor-Biosynthesis	Cofactor-Biosynthesis // Biosynthesis
PWY-6087	Chlorocatechol-Degradation	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG	Degradation
PWY-6224	Salicylate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY-7268	NAD-Metabolism	Electron-Carrier-Biosynthesis // Enzyme-Cofactor-Biosynthesis	Carriers-Biosynthesis // Cofactor-Biosynthesis	Cofactor-Biosynthesis // Biosynthesis
PWY-6598	PUFA-Biosynthesis	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY66-395	HORMONE-SYN	Biosynthesis	Pathways	Generalized-Reactions
SORBDEG-PWY	SUGAR-ALCOHOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-5811	Indole-3-Acetate-Inactivation	Inactivation	Activation-Inactivation-Interconversion	Pathways
P561-PWY	Proline-Betaine-Degradation	AMINE-DEG	Degradation	Pathways
PWY-7481	DITERPENOID-SYN // TERPENOID-PHYTOALEXINS	Terpenoid-Biosynthesis // PHYTOALEXIN-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6991	Camphor-Biosynthesis	MONOTERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY1G-0	Reductants	Electron-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
MANNIDEG-PWY	SUGAR-ALCOHOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-7128	Nicotine-Degradation	Other-Degradation	Degradation	Pathways
PWY-6199	FLAVONOL-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6614	Folate-Biosynthesis	C1-Carrier-Biosynthesis // Vitamin-Biosynthesis	Carriers-Biosynthesis // Cofactor-Biosynthesis	Cofactor-Biosynthesis // Biosynthesis
PWY-6351	Cyclitols-Biosynthesis	Sugar-Alcohols-Biosynthesis	SUGAR-DERIVS	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6183	Salicylate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
THIOREDOX-PWY	Reductants	Electron-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
PWY-7673	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-7546	Amino-Acids-Modification	Amino-Acid-Biosynthesis	Biosynthesis	Pathways
PWY-5040	PURINE-ALKALOIDS	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6531	SUGAR-ALCOHOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY0-1353	AEROBIC-RESPIRATION // Electron-Transfer	Respiration // Energy-Metabolism	Energy-Metabolism // Pathways	Pathways // Generalized-Reactions
PWY-7355	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-1961	Indole-3-Acetate-Inactivation	Inactivation	Activation-Inactivation-Interconversion	Pathways
PWY-7659	Antibiotic-Biosynthesis // POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
GLUT-REDOX-PWY	Reductants	Electron-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
ASPARAGINE-DEG1-PWY	ASPARAGINE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-1042	GLYCOLYSIS-VARIANTS	Energy-Metabolism	Pathways	Generalized-Reactions
PWY-7786	SUGAR-ALCOHOLS-DEG	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-881	Trehalose-biosynthesis	CARBO-BIOSYNTHESIS // Organic-solutes-Biosynthesis	Carbohydrates-Biosynthesis // Metabolic-Regulators	Biosynthesis
PWY-2161B	Folate-Biosynthesis	C1-Carrier-Biosynthesis // Vitamin-Biosynthesis	Carriers-Biosynthesis // Cofactor-Biosynthesis	Cofactor-Biosynthesis // Biosynthesis
PWY-5708	S-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-6640	Salicylate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY-4081	Reductants	Electron-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
PWY-7590	PUFA-Biosynthesis	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY-7135	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY0-1261	Anhydromuropeptides-Recycling	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-2021	Indole-3-Acetate-Inactivation	Inactivation	Activation-Inactivation-Interconversion	Pathways
PWY-7518	QUINONE-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6840	Reductants	Electron-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
P341-PWY	GLYCOLYSIS-VARIANTS	Energy-Metabolism	Pathways	Generalized-Reactions
PWY-7883	Anhydromuropeptides-Recycling	Sugar-Derivatives	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-7650	LIPOPEPTIDE-BIOSYNTHESIS	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7926	Carbon-disulfide-degradation	Other-Degradation	Degradation	Pathways
PWY-6613	Folate-Biosynthesis	C1-Carrier-Biosynthesis // Vitamin-Biosynthesis	Carriers-Biosynthesis // Cofactor-Biosynthesis	Cofactor-Biosynthesis // Biosynthesis
PWY-6636	Salicylate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY8J2-1	Reductants	Electron-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
PWY-5756	TRITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6482	Amino-Acids-Modification	Amino-Acid-Biosynthesis	Biosynthesis	Pathways
PWY-6497	D-Galactarate-Degradation	SUGAR-ACIDS-DEG	CARBOXYLATES-DEG // Sugar-Derivatives	Degradation // SECONDARY-METABOLITE-DEGRADATION
PWY0-1544	AEROBIC-RESPIRATION // Electron-Transfer	Respiration // Energy-Metabolism	Energy-Metabolism // Pathways	Pathways // Generalized-Reactions
PWY4FS-4	PhosphatidylcholineBiosynthesis	Phospholipid-Biosynthesis	Lipid-Biosynthesis	Biosynthesis
PWY-5797	Indole-3-Acetate-Inactivation	Inactivation	Activation-Inactivation-Interconversion	Pathways
PWY-8083	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
PWY-4002	ASPARAGINE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-4181	Reductants	Electron-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
GLYCOLYSIS	GLYCOLYSIS-VARIANTS	Energy-Metabolism	Pathways	Generalized-Reactions
GALACTARDEG-PWY	D-Galactarate-Degradation	SUGAR-ACIDS-DEG	CARBOXYLATES-DEG // Sugar-Derivatives	Degradation // SECONDARY-METABOLITE-DEGRADATION
PWY-7577	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-2622	Trehalose-biosynthesis	CARBO-BIOSYNTHESIS // Organic-solutes-Biosynthesis	Carbohydrates-Biosynthesis // Metabolic-Regulators	Biosynthesis
PWY-2161	Folate-Biosynthesis	C1-Carrier-Biosynthesis // Vitamin-Biosynthesis	Carriers-Biosynthesis // Cofactor-Biosynthesis	Cofactor-Biosynthesis // Biosynthesis
PWY-6215	Chlorobenzoate-Degradation	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG	Degradation
PWY1G-126	Reductants	Electron-Carrier-Biosynthesis	Carriers-Biosynthesis	Cofactor-Biosynthesis
PWY-7619	PUFA-Biosynthesis	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY66-374	HORMONE-SYN	Biosynthesis	Pathways	Generalized-Reactions
PWY-5525	D-Glucuronate-Degradation	SUGAR-ACIDS-DEG	CARBOXYLATES-DEG // Sugar-Derivatives	Degradation // SECONDARY-METABOLITE-DEGRADATION
PWY-1981	Indole-3-Acetate-Inactivation	Inactivation	Activation-Inactivation-Interconversion	Pathways
PWY-6990	Camphor-Biosynthesis	MONOTERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-4121	Polyamine-Biosynthesis // Reductants	Biosynthesis // Electron-Carrier-Biosynthesis	Pathways // Carriers-Biosynthesis	Generalized-Reactions // Cofactor-Biosynthesis
PWY-5484	GLYCOLYSIS-VARIANTS	Energy-Metabolism	Pathways	Generalized-Reactions
PWY-7247	D-Glucuronate-Degradation	SUGAR-ACIDS-DEG	CARBOXYLATES-DEG // Sugar-Derivatives	Degradation // SECONDARY-METABOLITE-DEGRADATION
PWY-5336	Carbon-disulfide-degradation	Other-Degradation	Degradation	Pathways
PWY-7173	FLAVONOL-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6983	Tetrahydropterin-Biosynthesis	Enzyme-Cofactor-Biosynthesis	Cofactor-Biosynthesis	Biosynthesis
PWY-6364	Cyclitols-Biosynthesis	Sugar-Alcohols-Biosynthesis	SUGAR-DERIVS	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7374	14-Dihydroxy-6-Naphthoate-Biosynthesis	Quinone-Biosynthesis	Electron-Carrier-Biosynthesis	Carriers-Biosynthesis
PWY-6432	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-5905	Amino-Acids-Modification	Amino-Acid-Biosynthesis	Biosynthesis	Pathways
PWY-5039	PURINE-ALKALOIDS	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6501	D-Glucuronate-Degradation	SUGAR-ACIDS-DEG	CARBOXYLATES-DEG // Sugar-Derivatives	Degradation // SECONDARY-METABOLITE-DEGRADATION
PWY0-1561	AEROBIC-RESPIRATION // Electron-Transfer	Respiration // Energy-Metabolism	Energy-Metabolism // Pathways	Pathways // Generalized-Reactions
PWY-7669	Antibiotic-Biosynthesis // POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-5788	Indole-3-Acetate-Inactivation	Inactivation	Activation-Inactivation-Interconversion	Pathways
PWY-7769	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
